model,error_category,subrule,normalised_annotated_text,annotated_text,filename_stem,annotation_id,reviewer_name,archive
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_174_02,954,Javier,bnf_174
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_243_16,1278,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_243_16,1279,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_243_16,1280,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_243_16,1281,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,BnF_243_16,1282,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,UIA_Ms149_Exp3_04,1239,Alba,uia_ms149
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,UIA_Ms149_Exp3_04,1240,Alba,uia_ms149
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,UIA_Ms149_Exp3_04,1241,Alba,uia_ms149
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn,Dn,UIA_Ms149_Exp3_04,1242,Alba,uia_ms149
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn.,Dn.,BnF_167_29,477,Adriana,bnf_167
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,dn.,Dn.,BnF_174_03,5712,Arturo,bnf_174
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AGN_AHHacienda_v1292_exp135,1276,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AGN_AHHacienda_v1292_exp135,1277,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AGN_Tierras_v039-2_exp003_72,95,Edna,agn_tierras
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AGN_Tierras_v039-2_exp003_72,96,Edna,agn_tierras
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AGN_Tierras_v039-2_exp003_72,97,Edna,agn_tierras
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,AMP_AC_v021__doc026_1,629,Rodrigo,amp_ac
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_075_014,1016,Alba,bnf_075
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2632,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2633,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2634,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2635,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2636,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2637,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2638,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2639,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2640,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_104_2,2641,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_112_02,5468,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,do,do,BnF_112_02,5469,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,dos,dos,BnF_075_014,1010,Alba,bnf_075
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,dos,dos,BnF_104_2,2692,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,dos,dos,BnF_112_25,2719,Paco,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,dos,dos,BnF_112_25,2720,Paco,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,esta,esta,AGI_PATRONATO_182_R3_04,2240,Paco,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,esta,esta,AGN_GralParte_v006_exp617_01,255,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,esta,esta,AGN_GralParte_v006_exp617_01,256,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,esta,esta,BNE_ms3047_1,1021,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exa,exa,AGN_GralParte_v006_exp617_01,357,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exa,exa,AGN_GralParte_v006_exp617_01,358,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,exa,exa,AGN_Indios_v019_exp354_2,479,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGI_PATRONATO_182_R3_04,2263,Paco,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AGN_AHHacienda_v268_exp046_01,93,Adriana,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_AHHacienda_v268_exp046_01,94,Adriana,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_GralParte_v006_exp617_01,243,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_GralParte_v006_exp617_01,244,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_GralParte_v006_exp617_01,245,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_GralParte_v006_exp617_01,246,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGN_GralParte_v006_exp617_01,247,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AGN_IndiferenteVirreinal_caja4071_exp024_2,1410,Paloma,agn_indiferentevirreinal
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AMP_AC_v021__doc026_1,855,Rodrigo,amp_ac
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BNE_ms3047_1,1012,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BNE_ms3047_1,1013,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BNE_ms3047_4,1086,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BNE_ms3047_4,1087,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BNE_ms3047_4,1088,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BNE_ms3047_4,1089,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_032_36,2565,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_032_36,2566,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_104_2,3163,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_20,5121,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_112_02,5384,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_112_02,5385,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_112_02,5386,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_112_02,5387,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_112_02,5388,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_112_25,2697,Paco,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_113_04,2754,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,franco,franco,BnF_113_04,2755,Paco,bnf_113
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGI_CONTRATACION_1089_N8_151,2146,Paco,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,franco,AGI_CONTRATACION_1089_N8_151,2147,Paco,agi_contratacion
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AGN_AHHacienda_v268_exp046_03,4386,Arturo,agn_ahhacienda
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_02,2415,Paco,agn_hospjesus
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,AGN_Marina_v031A_exp02_fs85-92_15,2417,Paco,agn_marina
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_030_22,2431,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_030_22,2432,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_030_22,2433,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_030_22,2434,Paco,bnf_030
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_032_23,5190,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_032_23,5191,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_21,5161,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_21,5163,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_21,5222,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_22,1651,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_22,1652,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_22,1653,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_22,1654,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_111_22,1655,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_117_13,2844,Paco,bnf_117
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_243_16,1293,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_243_16,1294,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_243_16,1295,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_243_16,1296,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,BnF_243_16,1297,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,utblac_eog_v_41_orig_03,5590,Flor,utblac_eog
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,franco,Franco,utblac_gg_mss_g62_duplicated_09,5622,Flor,utblac_gg
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juo,juo,AGN_GralParte_v006_exp617_01,405,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BNE_ms3047_4,1192,Javier,bne_ms3047
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,juo,AGI_INDIFERENTE_1529_N36_07,74,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,AGN_AHHacienda_v268_exp046_03,4351,Arturo,agn_ahhacienda
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_032_23,5186,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_032_23,5187,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_032_33,202,Adriana,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_110_13,423,Adriana,bnf_110
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_110_13,424,Adriana,bnf_110
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_111_27,1140,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_111_27,1141,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_111_27,1142,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1302,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1303,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1304,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1305,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1306,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,BnF_243_16,1307,Rodrigo,bnf_243
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,Mechoacan_Yurirapundaro_1,859,Adriana,mechoacan_yurirapundaro
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,juo,Juo,Mechoacan_Yurirapundaro_1,860,Adriana,mechoacan_yurirapundaro
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_111_20,5117,Flor,bnf_111
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_112_25,3198,Paco,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_116_02,2801,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_116_02,2802,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_116_02,2803,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,justa,justa,BnF_116_02,2804,Paco,bnf_116
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,la,La,AGN_GralParte_v006_exp617_01,229,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,la,la,BnF_113_04,2778,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,AGI_PATRONATO_182_R3_01,121,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,AGI_PATRONATO_182_R3_04,2243,Paco,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,AGI_PATRONATO_182_R3_04,2244,Paco,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,AGN_Mercedes_v003_exp520,523,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,BnF_032_15,5036,Flor,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,BnF_032_36,2557,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mag,mag,BnF_032_36,2558,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,magno,magno,AMP_AC_v021__doc026_1,848,Rodrigo,amp_ac
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,magno,magno,BnF_104_2,2578,Paco,bnf_104
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mdo,mdo,AGN_GralParte_v006_exp617_01,747,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mdo,mdo,AGN_Indios_v019_exp354_2,478,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mexco,mexco,AGN_GralParte_v006_exp617_01,203,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mexco,mexco,AGN_GralParte_v006_exp617_01,204,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mexco,mexco,AGN_RealesCedDup_v050_exp062,1517,Paloma,agn_realesceddup
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,min,min,AGI_INDIFERENTE_1529_N36_07,73,Rodrigo,agi_indiferente
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,min,Min,BnF_032_33,280,Adriana,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mo,mo,AGI_CONTRATACION_1091_N3_098,1240,Javier,agi_contratacion
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mo,mo,AGN_AHHacienda_v1292_exp135,1351,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,mo,Mo,BNE_ms3047_1,938,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,modo,modo,AGI_GUADALAJARA_230_L2_F_45V-46V_2,85,Adriana,agi_guadalajara
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,modo,modo,AGN_Tierras_v039-2_exp003_72,98,Edna,agn_tierras
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ne,ne,AGN_AHHacienda_v1292_exp135,1310,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,ne,ne,BnF_112_02,5381,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nra,nra,AGI_GUADALAJARA_230_L2_F_45V-46V_2,86,Adriana,agi_guadalajara
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nra,nra,AGI_PATRONATO_182_R3_01,93,Alba,agi_patronato
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nra,nra,BNE_ms3047_1,1016,Rodrigo,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nro,nro,BnF_112_04,1716,Paloma,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nro,nro,BnF_113_04,2764,Paco,bnf_113
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,nro,nro,BnF_116_02,2805,Paco,bnf_116
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_244_04,664,Edna,bnf_244
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_244_04,665,Edna,bnf_244
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_244_04,666,Edna,bnf_244
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_244_04,667,Edna,bnf_244
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_244_04,668,Edna,bnf_244
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,p.,P.,BnF_264_03,544,Adriana,bnf_264
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pa,pa,AGN_Indios_v019_exp354_2,502,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pa,pa,AGN_Mercedes_v003_exp520,513,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pa,pa,AGN_Mercedes_v003_exp520,514,Alba,agn_mercedes
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pa,pa,BnF_032_36,2540,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,pa,pa,BnF_032_36,2541,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,partdo,Partdo,AGN_AHHacienda_v1292_exp135,1311,Javier,agn_ahhacienda
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,partdo,partdo,AGN_RealesCedDup_v050_exp062,1535,Paloma,agn_realesceddup
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,AGN_GralParte_v006_exp617_01,365,Rodrigo,agn_gralparte
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,AGN_Indios_v019_exp354_2,480,Alba,agn_indios
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,BNE_ms3047_4,1160,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,BNE_ms3047_4,1161,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,BNE_ms3047_4,1162,Javier,bne_ms3047
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_032_36,2563,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_032_36,2564,Paco,bnf_032
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_112_02,5407,Arturo,bnf_112
GPT OSS 120B · 8 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_112_25,2694,Paco,bnf_112
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BP_CM_R494_156_2,945,Javier,bp_cm
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_032_23,4773,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_032_23,4774,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_032_23,4775,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_032_23,4776,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_032_23,4777,Arturo,bnf_032
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_21,5232,Flor,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_22,1664,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_22,1665,Paloma,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_27,1131,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_27,1132,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_27,1133,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,Po,BnF_111_27,1134,Alba,bnf_111
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_117_03,5519,Arturo,bnf_117
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2958,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2959,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2960,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2961,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2962,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2963,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2964,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2965,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2966,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2967,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2968,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2969,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2970,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2971,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2972,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2973,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2974,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2975,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2976,Paco,bnf_267
Llama 3.3 70B · 12 000 TPM,Abreviaturas,Expansión completa,po,po,BnF_267_03,2977,Paco,bnf_267
