model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_text,effective_error_category,effective_subrule,start,end,modernised_context,modernised_txt_path,pre_modernisation_txt_path,distinct_annotations,affected_documents,affected_archives,affected_reviewers,cross_context_prompt_candidate
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4399,principales,principales,Cambios,Sustitución,40,51,"Denando al dicho don Juan y a los demás [[principales]] de la dicha villa de Coyuacán, a que las bolviesen, tornasen y restituyesen todo aquello…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,10,4,2,3,True
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4400,principales,principales,Cambios,Sustitución,240,251,"…iese haber llevado de servicio y tributo de las dichas estancias, compelidos a los dichos [[principales]] y maceguales de ellas, a que les fuesen sujetos y tributarios como de antes lo solían ser…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,10,4,2,3,True
Llama 3.3 70B · 12 000 TPM,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,agn_hospjesus,Arturo,4401,principales,principales,Cambios,Sustitución,690,701,"…tro presidente y oidores mandaron dar traslado al dicho don Juan gobernador y a los demás [[principales]] de la dicha villa de Coyuacán, y que respondiesen para la primera audiencia. Y siendo not…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10/AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10_GT.txt,10,4,2,3,True
Llama 3.3 70B · 12 000 TPM,BnF_032_23,bnf_032,Arturo,5175,principales,principales,Cambios,Sustitución,2077,2088,"…lo quite ni se lo codicie, cuando yo entendí esta petición del regidor, y los llamé a los [[principales]] y caciques y viejos, los que tienen cargos de aquí de Tlacotepec, para que aclarasen con…",intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_032_23/BnF_032_23_GT.txt,10,4,2,3,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,990,del,del,Abreviaturas,Expansión completa,602,605,…spías a los pasos y caminos para que ningún indio de los este pueblo de San Juan fuese al [[del]] pueblo de San Francisco. ni pudiese entrar dentro a labrar sus tierras y al que allanen e…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,991,del,del,Abreviaturas,Expansión completa,1237,1240,…ellos a / había abrirá tres meses poco más o más al padre fraile Sebastián Ribero fue al [[del]] pueblo de San Francisco juntamente con los alcaldes y principales de este del pueblo ‧ a…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,992,del,del,Abreviaturas,Expansión completa,1315,1318,…bero fue al del pueblo de San Francisco juntamente con los alcaldes y principales de este [[del]] pueblo ‧ a les repre hender a los sobre dos a que no hiciesen los malos tratos y hacer re…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,993,del,del,Abreviaturas,Expansión completa,1462,1465,…hiciesen los malos tratos y hacer restituir las tierras que habían tomado y estando en el [[del]] pueblo el del Alexandre Báez y los demás que te nombrados con gran escándalo y al boroto…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,994,del,del,Abreviaturas,Expansión completa,1476,1479,…alos tratos y hacer restituir las tierras que habían tomado y estando en el del pueblo el [[del]] Alexandre Báez y los demás que te nombrados con gran escándalo y al boroto y con mano arm…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_075_014,bnf_075,Alba,995,del,del,Abreviaturas,Expansión completa,1593,1596,…más que te nombrados con gran escándalo y al boroto y con mano armada se fueron contra el [[del]] guardián aldees y principales a manera de motín y alzamiento. y vio esto por el guardián…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2708,del,del,Abreviaturas,Expansión completa,29,32,partes tiraron piedras y en e [[l p]] atio y tierra plena y En El camellon y es ya ‧ suyo. las dhas casas tierras y Ca mellon y…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2713,del,del,Abreviaturas,Expansión completa,0,3,[[par]] tes tiraron piedras y en el patio y tierra plena y En El camellon y es ya ‧ suyo. las dhas…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2718,del,del,Abreviaturas,Expansión completa,55,58,partes tiraron piedras y en el patio y tierra plena y E [[n E]] l camellon y es ya ‧ suyo. las dhas casas tierras y Ca mellon y llega. hasta donde estan l…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,2,2,2,True
GPT OSS 120B · 8 000 TPM,AGN_AHHacienda_v268_exp046_01,agn_ahhacienda,Adriana,107,dha,dha,Abreviaturas,No sub-rule assigned,38,41,n 69 Zempoala 1° de Junio 1652 as Medi [[ana]] tas Congr de zempoala el Contrd Josepe de la mota y Portugal a d Franco de Saldierna. Corr…,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_AHHacienda_v268_exp046_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/AGN_AHHacienda_v268_exp046_01/AGN_AHHacienda_v268_exp046_01_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,AGN_Mercedes_v003_exp520,agn_mercedes,Alba,619,dha,dha,Abreviaturas,No sub-rule assigned,6,9,Licz. [[pa]] aCa a don pablo n en xii de ote 1580 se dio Licz. A don pablo pecucipac de tuciutla pa ten…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Mercedes_v003_exp520_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_Mercedes_v003_exp520/AGN_Mercedes_v003_exp520_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_030_21,bnf_030,Edna,231,dha,dha,Abreviaturas,No sub-rule assigned,45,48,Lunes primer día del mes de mayo de mil y qui [[os]] y sesenta y cuatro años cuando la primera vez que los dos albañiles fueron al mote a sacar…,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_21_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_030_21/BnF_030_21_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_030_21,bnf_030,Edna,232,dha,dha,Abreviaturas,No sub-rule assigned,367,370,…dado por ello cosa alguna ni de comer. Los del barrio que se dice Tlacochcalco cuatro alba [[ñil]] es que fueron al mote y labraron piedra para esquinas del del Edificio que se llaman Martí…,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_21_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_030_21/BnF_030_21_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_112_04,bnf_112,Paloma,1720,dha,dha,Abreviaturas,No sub-rule assigned,27,30,el nombre de dios nro sor p [[adr]] e y hijo ‧y espiri tu santo y de la siempre vergen. maria su madre sepan cuantos. Esta car…,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_112_04/BnF_112_04_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_112_04,bnf_112,Paloma,1721,dha,dha,Abreviaturas,No sub-rule assigned,36,39,el nombre de dios nro sor padre y hi [[jo]] ‧y espiri tu santo y de la siempre vergen. maria su madre sepan cuantos. Esta carta vieren…,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_112_04/BnF_112_04_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_112_04,bnf_112,Paloma,1722,dha,dha,Abreviaturas,No sub-rule assigned,10,13,el nombre [[de]] dios nro sor padre y hijo ‧y espiri tu santo y de la siempre vergen. maria su madre sepan…,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_112_04/BnF_112_04_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_112_04,bnf_112,Paloma,1723,dha,dha,Abreviaturas,No sub-rule assigned,19,22,el nombre de dios n [[ro]] sor padre y hijo ‧y espiri tu santo y de la siempre vergen. maria su madre sepan cuantos.…,intermediate/extracted_exports/reviewer_packet_7/01_ANNOTATOR_2026-07-31T23_25_28_968Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_7_packet/BnF_112_04/BnF_112_04_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,BnF_112_23,bnf_112,Edna,407,dha,dha,Abreviaturas,No sub-rule assigned,14,17,averigua on q [[hiz]] o El llde sobre Casas tierras Relacion q Felipe de santiago hizo ante un allde yndio para…,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_112_23/BnF_112_23_GT.txt,9,5,4,4,True
GPT OSS 120B · 8 000 TPM,AGI_GUADALAJARA_230_L2_F_45V-46V_1,agi_guadalajara,Edna,7,dos,dos,Cambios,Sustitución,30,33,"Responda y se remedien / os ma [[nda]] mos que Luego, como recibiréis esta nuestra casa sepáis en qué parte están los dos dos rel…",intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_GUADALAJARA_230_L2_F_45V-46V_1_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/AGI_GUADALAJARA_230_L2_F_45V-46V_1/AGI_GUADALAJARA_230_L2_F_45V-46V_1_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,AGN_Indios_v009_exp003_fs4v-5_01,agn_indios,Arturo,4707,dos,dos,Cambios,Sustitución,1377,1380,…castigando a los que los cometieron y con ello de las causas que se ofrecieron entre los [[dos]] naturales unos con otros siendo livianas y de poca importancia. a las,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v009_exp003_fs4v-5_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_Indios_v009_exp003_fs4v-5_01/AGN_Indios_v009_exp003_fs4v-5_01_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,AGN_Marina_v004_exp006_014,agn_marina,Javier,901,dos,dos,Cambios,Sustitución,185,188,"…vendra se prevenga que queden almacenados en la Veracruz, donde se harÃ¡n las entregas de [[dos]] gÃ©neros a las personas que dispusieran los compradores, aunque sea despuÃ©s de fenecida…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Marina_v004_exp006_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/AGN_Marina_v004_exp006_014/AGN_Marina_v004_exp006_014_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_030_27,bnf_030,Rodrigo,1164,dos,dos,Cambios,Sustitución,39,42,comida a Jorge Cerón y cantidad de otra [[s c]] osas en tal alma nalco Lo que Martin de la Fuente mayordomo que ha sido de la comunidad A…,intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_27_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_030_27/BnF_030_27_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_030_27,bnf_030,Rodrigo,1165,dos,dos,Cambios,Sustitución,32,35,comida a Jorge Cerón y cantidad [[de]] otras cosas en tal alma nalco Lo que Martin de la Fuente mayordomo que ha sido de la comun…,intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_27_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_030_27/BnF_030_27_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_030_27,bnf_030,Rodrigo,1166,dos,dos,Cambios,Sustitución,36,39,comida a Jorge Cerón y cantidad de o [[tra]] s cosas en tal alma nalco Lo que Martin de la Fuente mayordomo que ha sido de la comunidad…,intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_27_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/BnF_030_27/BnF_030_27_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2692,dos,dos,Cambios,Sustitución,1601,1604,…do original de la presente y por ende hice este mi signo que tal en testimonio de verdad [[dos]] m estos,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2719,dos,dos,Cambios,Sustitución,15,18,partes tiraron [[pie]] dras y en el patio y tierra plena y En El camellon y es ya ‧ suyo. las dhas casas tierras…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2720,dos,dos,Cambios,Sustitución,128,131,…tierra plena y En El camellon y es ya ‧ suyo. las dhas casas tierras y Ca mellon y llega. [[ha]] sta donde estan las estacas que se hincaron . En diez partes. como paresce por la pin tur…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,6,6,5,True
GPT OSS 120B · 8 000 TPM,AGN_GralParte_v006_exp617_01,agn_gralparte,Rodrigo,365,Po,po,Abreviaturas,Expansión completa,4,6,espa [[ld]] as desta licencia de manera que no excedan de ni de las que por ella se le permiten matar…,intermediate/extracted_exports/reviewer_packet_9/01_ANNOTATOR_2026-07-29T15_35_20_792Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_GralParte_v006_exp617_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_9_packet/AGN_GralParte_v006_exp617_01/AGN_GralParte_v006_exp617_01_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,AGN_Indios_v019_exp354_2,agn_indios,Alba,480,Po,po,Abreviaturas,Expansión completa,0,2,[[23]] . Indios. N.º 355. Para que la justicia de la provincia de Tlaxcala amparé en libertad a l…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v019_exp354_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_Indios_v019_exp354_2/AGN_Indios_v019_exp354_2_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BNE_ms3047_4,bne_ms3047,Javier,1160,Po,po,Abreviaturas,Expansión completa,0,2,"[[34]] conventos. El convento de chamaquero es pueblo de indios y hay muchos, y algunos españole…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BNE_ms3047_4_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/BNE_ms3047_4/BNE_ms3047_4_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BNE_ms3047_4,bne_ms3047,Javier,1161,Po,po,Abreviaturas,Expansión completa,4,6,"34 c [[on]] ventos. El convento de chamaquero es pueblo de indios y hay muchos, y algunos españoles es…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BNE_ms3047_4_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/BNE_ms3047_4/BNE_ms3047_4_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BNE_ms3047_4,bne_ms3047,Javier,1162,Po,po,Abreviaturas,Expansión completa,194,196,"…bundante de maíz = el convento de apaseo pueblo de indios y hay algunos españoles = estos [[34]] conventos son de la orden de de Franco en la provincia de Mechoacán, y tiene otros cuatro…",intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BNE_ms3047_4_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_1_packet/BNE_ms3047_4/BNE_ms3047_4_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BnF_032_36,bnf_032,Paco,2563,po,po,Abreviaturas,Expansión completa,48,50,no provo en su defensa cosa q le aproveche y ans [[i]] lo pronuncio por ende vistas las pinturas q l dho pablo ocelutle presento y como las casas…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_36_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_032_36/BnF_032_36_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BnF_032_36,bnf_032,Paco,2564,po,po,Abreviaturas,Expansión completa,5,7,no pr [[ov]] o en su defensa cosa q le aproveche y ansi lo pronuncio por ende vistas las pinturas q l d…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_36_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_032_36/BnF_032_36_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BnF_112_02,bnf_112,Arturo,5407,Po,po,Abreviaturas,Expansión completa,0,2,[[Ba]] ltasar de Carvajal en 28 de Parahona que se le ne a la persona de quien Este dio Franco vi…,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,BnF_112_25,bnf_112,Paco,2694,po,po,Abreviaturas,Expansión completa,50,52,partes tiraron piedras y en el patio y tierra plen [[a]] y En El camellon y es ya ‧ suyo. las dhas casas tierras y Ca mellon y llega. hasta donde e…,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_25_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_112_25/BnF_112_25_GT.txt,9,6,5,5,True
GPT OSS 120B · 8 000 TPM,AGN_RealesCedDup_v030_exp874,agn_realesceddup,Alba,679,Sor,sor,Abreviaturas,Expansión completa,0,3,[[Sor]] ilustre Don Gonzalo Suárez de San Martín = el excelentísimo señor Virrey Conde de Paredes…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v030_exp874_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v030_exp874/AGN_RealesCedDup_v030_exp874_GT.txt,9,3,2,2,True
GPT OSS 120B · 8 000 TPM,AGN_RealesCedDup_v030_exp874,agn_realesceddup,Alba,680,Sor,sor,Abreviaturas,Expansión completa,0,3,[[Sor]] ilustre Don Gonzalo Suárez de San Martín = el excelentísimo señor Virrey Conde de Paredes…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v030_exp874_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v030_exp874/AGN_RealesCedDup_v030_exp874_GT.txt,9,3,2,2,True
GPT OSS 120B · 8 000 TPM,AGN_RealesCedDup_v030_exp874,agn_realesceddup,Alba,681,Sor,sor,Abreviaturas,Expansión completa,0,3,[[Sor]] ilustre Don Gonzalo Suárez de San Martín = el excelentísimo señor Virrey Conde de Paredes…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v030_exp874_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v030_exp874/AGN_RealesCedDup_v030_exp874_GT.txt,9,3,2,2,True
GPT OSS 120B · 8 000 TPM,AGN_RealesCedDup_v030_exp874,agn_realesceddup,Alba,682,sor,sor,Abreviaturas,Expansión completa,57,60,Sor ilustre Don Gonzalo Suárez de San Martín = el excelen [[tís]] imo señor Virrey Conde de Paredes Marqués de la laguna se sirvió de mandar despachar del c…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v030_exp874_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v030_exp874/AGN_RealesCedDup_v030_exp874_GT.txt,9,3,2,2,True
GPT OSS 120B · 8 000 TPM,AGN_RealesCedDup_v030_exp874,agn_realesceddup,Alba,683,Sor,sor,Abreviaturas,Expansión completa,0,3,[[Sor]] ilustre Don Gonzalo Suárez de San Martín = el excelentísimo señor Virrey Conde de Paredes…,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v030_exp874_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v030_exp874/AGN_RealesCedDup_v030_exp874_GT.txt,9,3,2,2,True
