model,filename_stem,archive,reviewer_name,annotation_id,annotated_text,normalised_annotated_form,effective_error_category,effective_subrule,modernised_start,modernised_end,modernised_context,approximate_source_start,approximate_source_end,approximate_source_context,document_alignment_ratio,context_status,modernised_txt_path,pre_modernisation_txt_path
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2657,escribo,escribo,Abreviaturas,Expansión completa,1226,1233,…yor en esta da ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de morales [[escribo]] Yo el do anto de morales en Cumplimiento de lo así hecho saqué el trato de lo que ante mi paso en la for…,86,87,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años a [[b]] iendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto es…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2658,hecho,hecho,Cambios,No sub-rule assigned,1285,1290,…rge Cerón Martín diez ante mi anto de morales escribo Yo el do anto de morales en Cumplimiento de lo así [[hecho]] saqué el trato de lo que ante mi paso en la forma da del original que se le había dado y entregado al do…,102,104,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy ma [[gc]] o señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rre…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2659,trato,trato,Cambios,Sustitución,1300,1305,…n diez ante mi anto de morales escribo Yo el do anto de morales en Cumplimiento de lo así hecho saqué el [[trato]] de lo que ante mi paso en la forma da del original que se le había dado y entregado al do Diego Cacagua…,107,108,…la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco s [[e]] ñor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçi…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2659,trato,trato,Abreviaturas,Expansión completa,1300,1305,…n diez ante mi anto de morales escribo Yo el do anto de morales en Cumplimiento de lo así hecho saqué el [[trato]] de lo que ante mi paso en la forma da del original que se le había dado y entregado al do Diego Cacagua…,107,108,…la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco s [[e]] ñor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçi…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2660,da,da,Cambios,Sustitución,1133,1135,…lo haber oído y entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta [[da]] ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el…,84,84,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2660,da,da,Abreviaturas,Expansión completa,1133,1135,…lo haber oído y entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta [[da]] ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el…,84,84,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2661,da,da,Cambios,Sustitución,1341,1343,…el do anto de morales en Cumplimiento de lo así hecho saqué el trato de lo que ante mi paso en la forma [[da]] del original que se le había dado y entregado al do Diego Cacagua tlatle e de presente queda en mi poder…,119,119,…e tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge ç [[]] eron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo en el…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2661,da,da,Abreviaturas,Expansión completa,1341,1343,…el do anto de morales en Cumplimiento de lo así hecho saqué el trato de lo que ante mi paso en la forma [[da]] del original que se le había dado y entregado al do Diego Cacagua tlatle e de presente queda en mi poder…,119,119,…e tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge ç [[]] eron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo en el…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2663,haber,haber,Cambios,Sustitución,1455,1460,…iginal que se le había dado y entregado al do Diego Cacagua tlatle e de presente queda en mi poder y por [[haber]] corregido y con cierto bien y fielmente sacado del do original de la presente y por ende hice este mi si…,162,165,…myl E quios E setenta años abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta ç [[ibd]] ad E su probinçias bisto esta pintura en rrelaçion lo en ella conthernido mediante myn diez ynterpeltre d…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2665,original,original,Cambios,Sustitución,1515,1523,…tlatle e de presente queda en mi poder y por haber corregido y con cierto bien y fielmente sacado del do [[original]] de la presente y por ende hice este mi signo que tal en testimonio de verdad dos m estos,202,209,…uy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura [[en rre]] laçion lo en ella conthernido mediante myn diez ynterpeltre de su juzgado sobre la diferençia q tenian Ju…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2666,original,original,Cambios,Sustitución,1348,1356,…anto de morales en Cumplimiento de lo así hecho saqué el trato de lo que ante mi paso en la forma da del [[original]] que se le había dado y entregado al do Diego Cacagua tlatle e de presente queda en mi poder y por haber…,121,123,…tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çer [[on]] carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo en ella c…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2686,hice,hice,Cambios,Sustitución,1550,1554,…der y por haber corregido y con cierto bien y fielmente sacado del do original de la presente y por ende [[hice]] este mi signo que tal en testimonio de verdad dos m estos,231,244,…rbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo en ella cont [[hernido media]] nte myn diez ynterpeltre de su juzgado sobre la diferençia q tenian Juan cale e diego caca guatlacatl sob…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2691,mi,mi,Cambios,Deleción,1560,1562,…haber corregido y con cierto bien y fielmente sacado del do original de la presente y por ende hice este [[mi]] signo que tal en testimonio de verdad dos m estos,269,277,…dad E su probinçias bisto esta pintura en rrelaçion lo en ella conthernido mediante myn diez ynterpeltre [[de su ju]] zgado sobre la diferençia q tenian Juan cale e diego caca guatlacatl sobre un pedazo e suerte de tierra q…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2692,dos,dos,Cambios,Sustitución,1601,1604,…ente sacado del do original de la presente y por ende hice este mi signo que tal en testimonio de verdad [[dos]] m estos,1183,1297,…z camargo E Franco Bnal tyniente alld mayor en esta dha çibdad e su md lo firmo con el dho myn diez Jorge [[çeron martin diez ante mi anto de morales escrivo Yo el dho anto d morales en Cumplimyo de lo asy mdo saque el tr]] do de lo q ante mi paso en la forma dha del oreginal q se le abia dado y entregado al dho Diego cacagua t…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,2692,dos,dos,Abreviaturas,Expansión completa,1601,1604,…ente sacado del do original de la presente y por ende hice este mi signo que tal en testimonio de verdad [[dos]] m estos,1183,1297,…z camargo E Franco Bnal tyniente alld mayor en esta dha çibdad e su md lo firmo con el dho myn diez Jorge [[çeron martin diez ante mi anto de morales escrivo Yo el dho anto d morales en Cumplimyo de lo asy mdo saque el tr]] do de lo q ante mi paso en la forma dha del oreginal q se le abia dado y entregado al dho Diego cacagua t…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3149,Caca guatlacatl,caca guatlacatl,Cambios,Inserción,323,338,…a contenido mediante mi diez interpelante de su juzgado sobre la diferencia que tenían Juan Cale y Diego [[Caca guatlacatl]] sobre un pedazo y suerte de tierra que está al pie y bajo deste auto entre otras nombrada metetelco dijo…,29,29,En la çibdad de tlaxcala En o [[]] cho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çeron carbajal a…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3150,deste,deste,Abreviaturas,"Excepciones (desto/a/os, dello/a/os)",397,402,…a que tenían Juan Cale y Diego Caca guatlacatl sobre un pedazo y suerte de tierra que está al pie y bajo [[deste]] auto entre otras nombrada metetelco dijo que mandaba y mando que el do Diego Cacaguatlacatl use de su po…,29,29,En la çibdad de tlaxcala En o [[]] cho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çeron carbajal a…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3151,oyra,oyra,Filológicas - instrucciones,No sub-rule assigned,858,862,…o otra más que dar que decir que se la había dado un su primo del do Diego lo muestre que En el caso le [[oyra]] y hará justicia lo cual se le notificó y dio a entender al do Juan Cale por mi el presente escribo media…,63,63,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E [[]] quios E setenta años abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3152,tos,tos,Abreviaturas,Expansión completa,1067,1070,…mediante el do mi diez y en presencia de su mi El cual después de lo haber oído y entendido dijo que oía [[tos]] Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta da ciudad y su mi lo firmó con el do mi di…,71,74,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E [[se]] tenta años abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probin…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3153,tyniente,tyniente,Filológicas - instrucciones,No sub-rule assigned,1105,1113,…de su mi El cual después de lo haber oído y entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal [[tyniente]] alto mayor en esta da ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de…,83,84,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta año [[s]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3154,mi,mi,Acentuación,No sub-rule assigned,939,941,…estre que En el caso le oyra y hará justicia lo cual se le notificó y dio a entender al do Juan Cale por [[mi]] el presente escribo mediante el do mi diez y en presencia de su mi El cual después de lo haber oído y en…,63,63,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E [[]] quios E setenta años abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3158,paso,paso,Acentuación,No sub-rule assigned,1324,1328,…orales escribo Yo el do anto de morales en Cumplimiento de lo así hecho saqué el trato de lo que ante mi [[paso]] en la forma da del original que se le había dado y entregado al do Diego Cacagua tlatle e de presente qu…,114,115,…dad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jo [[r]] ge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo e…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3159,Cacagua tlatle,cacagua tlatle,Cambios,Inserción,1402,1416,…el trato de lo que ante mi paso en la forma da del original que se le había dado y entregado al do Diego [[Cacagua tlatle]] e de presente queda en mi poder y por haber corregido y con cierto bien y fielmente sacado del do origin…,141,147,…s del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çeron carbajal alld may [[or por]] su m En esta çibdad E su probinçias bisto esta pintura en rrelaçion lo en ella conthernido mediante myn…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3160,mi,mi,Cambios,Sustitución,144,146,…el mes de Junio de mil y setenta años abriendo el muy magno señor Jorge Cerón Carbajal alto mayor por su [[mi]] En esta ciudad y su provincias visto esta pintura en relación lo en ella contenido mediante mi diez inte…,24,24,En la çibdad de tlaxcala [[]] En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çeron carba…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3160,mi,mi,Abreviaturas,Expansión completa,144,146,…el mes de Junio de mil y setenta años abriendo el muy magno señor Jorge Cerón Carbajal alto mayor por su [[mi]] En esta ciudad y su provincias visto esta pintura en relación lo en ella contenido mediante mi diez inte…,24,24,En la çibdad de tlaxcala [[]] En ocho dias del mes de Junio de myl E quios E setenta años abiendo el muy magco señor Jorge çeron carba…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3162,mi,mi,Abreviaturas,Expansión completa,1006,1008,…y dio a entender al do Juan Cale por mi el presente escribo mediante el do mi diez y en presencia de su [[mi]] El cual después de lo haber oído y entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal tyniente…,63,63,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E [[]] quios E setenta años abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3163,Franco,franco,Abreviaturas,Expansión completa,1093,1099,…n presencia de su mi El cual después de lo haber oído y entendido dijo que oía tos Diego Muñoz Camargo y [[Franco]] Bnal tyniente alto mayor en esta da ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez an…,83,83,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta año [[]] s abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bist…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3164,mi,mi,Cambios,Deleción,1148,1150,…entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta da ciudad y su [[mi]] lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el do anto de mora…,84,84,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3164,mi,mi,Abreviaturas,Expansión completa,1148,1150,…entendido dijo que oía tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta da ciudad y su [[mi]] lo firmó con el do mi diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el do anto de mora…,84,84,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3165,mi,mi,Cambios,Deleción,1170,1172,…a tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta da ciudad y su mi lo firmó con el do [[mi]] diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el do anto de morales en Cumplimiento de…,85,85,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3165,mi,mi,Abreviaturas,Expansión completa,1170,1172,…a tos Diego Muñoz Camargo y Franco Bnal tyniente alto mayor en esta da ciudad y su mi lo firmó con el do [[mi]] diez Jorge Cerón Martín diez ante mi anto de morales escribo Yo el do anto de morales en Cumplimiento de…,85,85,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años [[]] abiendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
GPT OSS 120B · 8 000 TPM,BnF_104_2,bnf_104,Paco,3166,mi,mi,Acentuación,No sub-rule assigned,1207,1209,…al tyniente alto mayor en esta da ciudad y su mi lo firmó con el do mi diez Jorge Cerón Martín diez ante [[mi]] anto de morales escribo Yo el do anto de morales en Cumplimiento de lo así hecho saqué el trato de lo qu…,86,86,En la çibdad de tlaxcala En ocho dias del mes de Junio de myl E quios E setenta años a [[]] biendo el muy magco señor Jorge çeron carbajal alld mayor por su m En esta çibdad E su probinçias bisto e…,0.019296607531901648,ok_approximate_source_alignment,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_104_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_2_packet/BnF_104_2/BnF_104_2_GT.txt
